,id,campaign_id,coupon_id,customer_id,redemption_status,campaign_type,duration,month,year,age_range,marital_status,rented,family_size,no_of_children,income_bracket,mean_quantity_cust,mean_selling_price_cust,mean_other_discount_cust,mean_coupon_discount_cust,mean_quantity_item_coupon,mean_selling_price_item_coupon,mean_other_discount_item_coupon,mean_coupon_discount_item_coupon,brand,brand_type,category
724,1181,30,428,11,0,X,46,11,2012,70+,Single,0,2,1,1,454.2431118314425,198.37476499189626,-25.68517017828201,-4.416418152350081,1.0301587301587303,279.78077380952385,-5.514146825396824,-2.236761904761905,112,Established,Grocery
725,1188,13,154,864,0,X,47,5,2013,56-70,Married,0,1,1,5,512.6067605633802,140.37140845070422,-22.628816901408452,-2.099239436619718,1.1241001564945226,82.22029733959312,-17.477401408450703,0.0,56,Local,Grocery
726,1189,13,124,1103,0,X,47,5,2013,26-35,Married,0,2,1,4,573.0367368989736,122.27867639113991,-13.190831982712048,-0.16357104267963263,1.0990348113200665,158.3501898441587,-8.172136167053283,0.0,56,Local,Prepared Food
727,1190,30,1074,175,0,X,46,11,2012,18-25,Married,0,1,1,5,1.3063725490196079,120.90061274509803,-22.08754901960784,0.0,1.0431634642160958,106.36750348092454,-48.883305485937065,-3.3566443887496518,1996,Established,Grocery
728,1191,26,375,1397,0,X,40,8,2012,26-35,Single,0,1,1,1,1.2095435684647302,101.80126556016597,-20.000373443983403,0.0,1.0189886741610878,147.96854785061683,-10.967252326217844,0.0,56,Local,Grocery
729,1195,13,653,878,0,X,47,5,2013,70+,Married,0,2,1,8,67.67942583732058,96.59972488038277,-23.542978468899523,-0.958450956937799,1.0,111.0395,-28.232,-1.8998333333333335,634,Established,Prepared Food
730,1196,13,25,703,0,X,47,5,2013,46-55,Married,0,2,1,6,726.3654661016949,176.461811440678,-13.471366525423727,-0.05810381355932203,1.0,269.95733333333334,-15.752166666666666,0.0,4408,Established,Pharmaceutical
731,1200,30,1036,153,0,X,46,11,2012,46-55,Married,1,1,1,5,1.0996336996336997,59.16925274725275,-10.91858608058608,-1.8454212454212455,1.0,128.66986111111112,-2.770138888888889,0.0,1691,Established,Grocery
732,1201,12,1075,1388,0,Y,32,4,2013,46-55,Married,0,2,1,5,125.8116169544741,202.75076923076924,-15.710094191522764,0.0,1.1527443506240724,144.4160273682673,-28.744749244784405,-1.3437165784252816,2020,Established,Packaged Meat
733,1202,8,288,376,0,X,48,2,2013,36-45,Married,0,2,1,4,673.1797752808989,197.45426966292135,-18.396629213483145,-0.40022471910112356,1.0711127952507262,93.50001158673017,-24.105483092441222,0.0,25,Established,Grocery
734,1203,8,808,758,0,X,48,2,2013,26-35,Married,0,4,2,5,123.33193277310924,106.33821428571429,-13.590756302521008,0.0,1.269329418903054,179.60291647953053,-51.03761919831626,-1.660852415370166,982,Established,Seafood
735,1206,8,579,1451,0,X,48,2,2013,36-45,Married,0,2,1,8,1.1992537313432836,92.07900746268656,-12.599929104477612,-0.05701865671641791,1.0666666666666667,316.6152,-8.118099999999998,0.0,4380,Established,Pharmaceutical
736,1207,7,392,1065,0,Y,34,2,2013,56-70,Married,0,2,1,4,30.208711433756807,85.14524500907442,-12.330998185117968,-0.29413793103448277,1.0537851284119941,163.2649352337412,-18.2882653655788,-4.700388533522862,57,Established,Pharmaceutical
737,1211,13,132,1532,0,X,47,5,2013,26-35,Married,0,2,1,4,531.4011461318051,171.57365329512893,-21.5376217765043,-0.719541547277937,1.1648148148148147,62.378069664902995,-14.740541446208113,-5.762444444444444,56,Local,Natural Products
738,1213,13,168,332,0,X,47,5,2013,46-55,Married,0,3,1,3,109.8941935483871,108.64851612903226,-15.847341935483872,-0.07123870967741935,1.069607843137255,156.05371372549018,-53.11067254901961,0.0,56,Local,Grocery
739,1214,8,276,1077,0,X,48,2,2013,46-55,Married,0,1,1,5,5.615929203539823,84.34175221238938,-8.196,0.0,1.1690170471517527,133.12171479340014,-15.933779086501657,0.0,4409,Established,Pharmaceutical
740,1218,30,354,449,0,X,46,11,2012,26-35,Married,0,1,1,5,58.857142857142854,85.81942176870749,-12.741666666666667,-0.121156462585034,1.0481868338562519,53.81463084797252,-9.158579081655411,-0.22311524345485684,56,Local,Grocery
741,1220,13,891,1472,0,X,47,5,2013,36-45,Married,0,5+,3+,4,266.05,100.49276119402984,-22.689358208955227,-1.4093805970149254,1.0,311.86775,-22.602249999999998,-0.7420833333333333,1101,Established,Grocery
742,1221,8,296,243,0,X,48,2,2013,56-70,Married,0,2,1,5,155.01820250284413,141.40317406143345,-16.631023890784984,-0.7030602957906712,1.0,302.41,-41.556666666666665,0.0,53,Established,Pharmaceutical
743,1222,8,654,409,0,X,48,2,2013,36-45,Married,0,4,2,8,463.3063477460902,143.2793008279669,-14.798620055197793,-0.2480588776448942,1.0357142857142858,108.07260204081634,-7.77641723356009,0.0,4944,Established,Grocery
744,1225,8,741,1551,0,X,48,2,2013,46-55,Single,0,1,1,5,1.2417910447761193,127.24416417910447,-17.0655223880597,-0.4784626865671642,1.0,961.38,0.0,0.0,796,Established,Pharmaceutical
745,1227,13,744,653,0,X,47,5,2013,46-55,Married,0,5+,3+,4,107.22571428571429,129.73165714285716,-15.0042,-0.7775142857142857,1.103280727613626,135.00472362176882,-5.920066136721437,-0.6910187728937729,826,Established,Grocery
746,1228,1,1026,344,0,Y,37,12,2012,70+,Married,0,2,1,5,8.325349301397205,75.11047904191616,-21.620499001996006,-0.24884231536926146,1.082008519318499,86.69742490575779,-47.14014106935148,-0.05208321820023948,1636,Established,Grocery
747,1229,11,1012,750,0,Y,46,4,2013,18-25,Married,0,2,1,2,6.165203511572226,86.79031125299281,-22.571675977653634,-0.11370311252992817,1.1326530612244898,153.12008163265304,-10.825428571428573,0.0,1531,Established,Pharmaceutical
748,1230,8,723,1390,0,X,48,2,2013,26-35,Married,0,1,1,4,58.05688073394495,91.8765504587156,-22.288165137614676,-0.1307155963302752,1.07449329725083,90.5447636245493,-19.046504401341853,-1.7744996359982543,782,Established,Grocery
749,1231,13,137,570,0,X,47,5,2013,26-35,Married,0,2,1,4,90.49847094801223,91.40309633027523,-26.423883792048933,-0.6236162079510703,1.1261379680283041,67.50803947134844,-4.74517164447815,0.0,56,Local,Grocery
750,1232,8,902,1411,0,X,48,2,2013,36-45,Married,0,2,1,1,292.5738880918221,117.95463414634148,-13.440817790530847,-0.2412051649928264,1.4222326412706607,84.06186247827203,-10.373979935106988,-0.1714535585690241,1124,Established,Grocery
751,1235,29,443,7,0,Y,53,10,2012,26-35,Married,0,3,1,3,54.85565052231719,102.06745489078823,-17.803798670465337,-0.7458974358974358,1.2635832004253058,118.44338840155945,-20.49023063973064,-0.1874736842105263,133,Established,Grocery
752,1236,4,16,538,0,Y,32,1,2013,36-45,Married,0,1,1,4,1.2209567198177675,112.0115034168565,-10.836013667425968,0.0,1.1769399190130898,64.2553987236568,-11.54576833976834,-1.367938270476132,58,Established,Grocery
753,1238,9,105,24,0,Y,32,3,2013,36-45,Married,0,2,1,5,14.705882352941176,124.44298761609907,-16.636486068111456,-0.01930340557275542,1.4465854642948022,97.24952389276778,-12.33242183250259,0.0,56,Local,Grocery
754,1240,8,62,485,0,X,48,2,2013,26-35,Married,0,3,1,4,1.6046511627906976,94.33441860465116,-22.343682170542635,-0.35759689922480614,1.1355122995751743,186.81443334328773,-62.74397940272643,0.0,56,Local,Grocery
755,1242,13,881,298,0,X,47,5,2013,70+,Married,0,1,1,7,1.1477987421383649,100.14305031446541,-17.659654088050313,-0.28003144654088047,1.1149846644583488,120.27745037418723,-24.027366188197767,-1.3219298245614035,1088,Established,Grocery
756,1243,13,844,64,0,X,47,5,2013,46-55,Married,0,1,1,1,249.13881278538813,115.12974429223743,-33.53009132420091,-1.1014520547945206,1.077363491151415,106.54539820477264,-20.606973081754106,-0.7422735567002646,1016,Established,Grocery
757,1244,8,1059,46,0,X,48,2,2013,70+,Married,0,2,1,3,100.97749774977498,89.11173717371737,-18.277704770477047,-0.8672457245724572,1.059715909228957,156.16760979795566,-54.85348607041629,-1.7159983557994003,1923,Established,Grocery
758,1245,13,22,1295,0,X,47,5,2013,36-45,Married,0,2,1,4,336.3014705882353,114.07536764705883,-25.790955882352943,-0.5395220588235294,1.2321630266467112,121.1849878371976,-29.397932276255904,-0.9510830989478413,56,Established,Grocery
759,1249,13,137,926,0,X,47,5,2013,26-35,Single,0,1,1,5,244.3647355163728,135.6937783375315,-20.974201511335014,-0.2169420654911839,1.1261379680283041,67.50803947134844,-4.74517164447815,0.0,56,Local,Grocery
760,1250,28,378,1387,0,Y,61,9,2012,46-55,Married,0,1,1,1,196.952,90.8497788235294,-18.612654117647057,-0.6662870588235293,1.0344427581893039,110.94136609738464,-4.036368109782045,-0.008533077660594439,56,Local,Grocery
761,1252,9,105,1318,0,Y,32,3,2013,46-55,Married,0,2,1,3,11.588313413014609,115.20529880478087,-18.76561752988048,-0.08277556440903054,1.4465854642948022,97.24952389276778,-12.33242183250259,0.0,56,Local,Grocery
762,1253,26,735,1547,0,X,40,8,2012,46-55,Married,0,2,1,5,5.95859872611465,124.05217622080679,-27.350950106157114,-4.219235668789809,1.0750980392156861,400.32314803921565,-5.003060294117647,-3.961851960784314,783,Established,Pharmaceutical
763,1254,29,896,1329,0,Y,53,10,2012,36-45,Married,0,5+,3+,6,1.3524590163934427,100.56127868852458,-23.43983606557377,0.0,2.5929585266677995,97.41952830127266,-44.94698839043858,0.0,5023,Established,"Dairy, Juices & Snacks"
764,1255,30,980,833,0,X,46,11,2012,56-70,Married,0,2,1,4,1.380818053596615,116.78973201692524,-16.896925246826516,-0.2989139633286319,1.2489795918367348,74.45564455782312,-1.4563350340136054,0.0,1319,Established,Pharmaceutical
765,1256,13,470,810,0,X,47,5,2013,46-55,Married,0,5+,3+,3,10.494640122511486,78.6690045941807,-10.589287901990811,0.0,1.0,106.5,-35.62,0.0,178,Established,Grocery
766,1257,26,453,455,0,X,40,8,2012,46-55,Single,0,2,1,5,68.82548476454294,111.49854570637119,-18.841481994459834,0.0,1.1049952444180768,98.92712378638491,-18.7558641410289,-0.38038138825324175,147,Established,Grocery
767,1258,9,788,647,0,Y,32,3,2013,46-55,Married,0,1,1,5,415.9171483622351,140.2777071290944,-10.462003853564546,-0.41522157996146436,1.1782965126513618,51.832415123079336,-16.207386557880664,-0.9265708724104144,946,Established,Grocery
768,1259,8,694,347,0,X,48,2,2013,26-35,Single,0,1,1,5,25.0,124.89612903225806,-13.90704301075269,-0.07661290322580645,1.0525793650793651,619.8512976190476,-7.417281746031746,-3.7210535714285715,686,Established,Pharmaceutical
769,1260,12,109,649,0,Y,32,4,2013,46-55,Married,0,4,2,2,66.1875,92.00431547619048,-14.126924603174604,-0.26998015873015874,1.200995268201519,87.64234049806012,-23.402927183131393,0.0,56,Local,Grocery
770,1262,13,473,1333,0,X,47,5,2013,46-55,Married,0,2,1,6,199.10683760683762,139.6826282051282,-86.14027777777778,-13.629081196581197,1.0983130740894715,92.10326971544673,-25.377993207448178,-3.232882771472833,189,Established,Pharmaceutical
771,1265,8,1070,1512,0,X,48,2,2013,26-35,Married,0,2,1,5,1.2743362831858407,109.06893805309734,-13.1729203539823,-0.1181858407079646,1.0562928365167172,126.00680204379282,-72.65092497395246,-1.5323622012316043,1996,Established,Grocery
772,1266,8,10,935,0,X,48,2,2013,26-35,Married,0,4,2,5,277.08653846153845,121.47637019230768,-24.071358173076923,-0.10703125,1.1643317934334267,115.93787672276302,-18.0324656107353,-0.05434900731452455,971,Established,Grocery
773,1272,13,473,807,0,X,47,5,2013,26-35,Married,0,2,1,5,1.124113475177305,83.57165484633569,-12.80966903073286,0.0,1.0983130740894715,92.10326971544673,-25.377993207448178,-3.232882771472833,189,Established,Pharmaceutical
774,1274,8,906,504,0,X,48,2,2013,70+,Married,0,3,1,8,1.163776493256262,134.82884393063583,-14.549826589595375,0.0,1.1781864889777882,104.1970803104498,-54.76235619595736,-0.46833681705957475,1124,Established,Grocery
775,1275,29,800,786,0,Y,53,10,2012,36-45,Married,0,2,1,4,1.2388059701492538,117.14462686567164,-18.754427860696516,-0.8860696517412935,1.0877275073312829,105.3269720756576,-14.536158115500795,-0.18940760301817053,971,Established,Grocery
776,1279,26,379,1287,0,X,40,8,2012,36-45,Married,0,2,1,5,1.2386831275720165,102.43374485596708,-11.560987654320986,0.0,1.0128205128205128,121.40115384615383,-28.82905128205128,0.0,56,Local,Grocery
777,1281,8,60,807,0,X,48,2,2013,46-55,Married,0,1,1,1,1.124113475177305,83.57165484633569,-12.80966903073286,0.0,1.197674418604651,286.353023255814,-54.50674418604651,-23.16546511627907,56,Local,Packaged Meat
778,1286,29,3,659,0,Y,53,10,2012,46-55,Married,0,1,1,4,514.6304654442878,142.71613070051717,-13.121697226140103,-0.33978843441466855,1.1215254573013194,129.9816403631021,-17.543797391165292,-2.7473580846131553,278,Established,Grocery
779,1287,4,651,1232,0,Y,32,1,2013,70+,Married,0,2,1,8,8.261966927763272,85.07920800696257,-15.144873803307222,-0.14105308964316796,1.0987950529945523,140.5076262263472,-10.174966933622603,-0.34838540365313336,634,Established,Grocery
780,1288,5,893,567,0,Y,34,1,2013,46-55,Married,0,2,1,10,1.3190327613104524,105.42347893915756,-20.431497659906398,-0.2320046801872075,1.8742871189773844,713.3842320550639,-113.72185758767618,-2.3746666666666667,1101,Established,Pharmaceutical
781,1290,13,992,107,0,X,47,5,2013,18-25,Married,0,2,1,2,26.402337228714526,107.12383973288814,-15.215425709515857,-0.014858096828046745,1.0,97.00333333333333,0.0,-5.9366666666666665,1395,Established,Grocery
782,1291,26,519,1210,0,X,40,8,2012,46-55,Married,0,2,1,5,14.621203438395415,78.77092263610315,-12.618011461318051,-0.37763323782234953,1.5510042666340036,55.58857489235595,-15.553236370758245,-1.1737270698193485,278,Established,Grocery
783,1292,11,913,183,0,Y,46,4,2013,36-45,Married,0,5+,3+,4,118.32810047095761,102.42598116169545,-13.51260596546311,-0.041930926216640504,1.0274287893632517,105.19047045442463,-6.7277478128628365,-0.6644141005855465,1134,Established,Grocery
784,1293,8,447,1378,0,X,48,2,2013,26-35,Married,0,4,2,8,98.41463414634147,134.45460440214157,-12.391653777513385,-0.6176561570493754,1.0454545454545454,457.8281818181818,-66.38181818181818,-1.619090909090909,133,Established,Grocery
785,1294,29,787,911,0,Y,53,10,2012,46-55,Married,0,3,1,8,21.90111111111111,120.45806388888889,-13.986619444444445,-0.40051944444444443,1.2868441745909118,28.11751830851213,-5.233597055000836,-0.17155108470609415,946,Established,Grocery
786,1296,8,627,143,0,X,48,2,2013,70+,Married,0,1,1,2,48.2780269058296,79.67647234678624,-17.961390134529147,-0.09584454409566517,1.4658359658359659,239.40406623669125,-99.30778978003978,-3.4015495495495496,539,Established,Pharmaceutical
787,1297,26,1020,619,0,X,40,8,2012,36-45,Single,1,2,1,4,1.438976377952756,98.35430118110236,-16.9080905511811,-0.13147145669291338,1.1690894235974663,136.62736002549735,-50.01282821364109,-1.0477170022857698,1587,Established,Grocery
788,1299,8,269,658,0,X,48,2,2013,46-55,Married,0,3,1,3,1.369815668202765,87.73933179723502,-17.61577188940092,-0.20518433179723503,1.0252594627594627,129.89612218337217,-22.571881264568763,0.0,4353,Established,Pharmaceutical
789,1302,8,494,21,0,X,48,2,2013,36-45,Married,0,1,1,4,1.4203655352480418,100.43955613577023,-21.156788511749347,-0.3524804177545692,1.146324778721787,110.60349251509622,-12.144503215031067,-1.9020565755347287,209,Established,Grocery
790,1303,8,1015,28,0,X,48,2,2013,46-55,Married,0,2,1,1,387.0876765708719,132.56789089137848,-10.915723331709692,-0.11277155382367267,1.101912784475053,49.853536382803796,-8.717185786090067,-0.20591080278024143,507,Established,Grocery
791,1304,13,467,725,0,X,47,5,2013,56-70,Married,1,3,1,3,4.286879169755374,97.43174203113418,-22.638547071905116,-1.0266048925129725,1.2036451458721185,72.10367455089762,-20.65415057448906,-2.177719952439977,172,Established,Grocery
792,1305,8,11,266,0,X,48,2,2013,56-70,Married,0,5+,3+,4,1.4401544401544402,76.66378378378377,-30.8588416988417,-0.5625096525096525,1.3619349016074072,130.6764781410391,-25.42715137311767,-0.6793208722200194,1143,Established,Grocery
793,1307,8,808,1209,0,X,48,2,2013,46-55,Married,0,1,1,9,182.63088512241055,102.18263653483992,-15.039444444444444,-0.46117702448210923,1.269329418903054,179.60291647953053,-51.03761919831626,-1.660852415370166,982,Established,Seafood
794,1308,30,1103,141,0,X,46,11,2012,56-70,Married,0,2,1,9,55.5225955967555,128.47922363847044,-14.19024333719583,-0.04808227114716107,1.1298743053110216,187.04485485657128,-87.16323405341132,-0.0109431643625192,2188,Established,Grocery
795,1309,13,885,1344,0,X,47,5,2013,26-35,Single,0,1,1,5,32.728813559322035,139.8838559322034,-19.99593220338983,-2.8595762711864405,1.0833247606162075,91.91833224381122,-8.753660522330431,-1.1226330100152313,1101,Established,Grocery
796,1310,13,744,5,0,X,47,5,2013,36-45,Married,0,1,1,2,117.8699494949495,130.82714646464646,-13.657916666666667,-0.11468434343434343,1.103280727613626,135.00472362176882,-5.920066136721437,-0.6910187728937729,826,Established,Grocery
797,1311,12,107,554,0,Y,32,4,2013,26-35,Married,0,2,1,4,162.36662883087402,81.36416572077185,-20.865664018161183,-0.36388195232690124,1.0599843623982699,44.757781011578345,-3.5891447798369494,-0.05946473379117971,56,Local,Grocery
798,1312,8,1081,1124,0,X,48,2,2013,36-45,Married,0,2,1,9,36.483914209115284,108.75319705093833,-15.88024128686327,-0.023873994638069704,1.143908790185623,103.74484325491147,-37.462537434810926,-0.3240004911438567,2025,Established,Grocery
799,1313,29,3,413,0,Y,53,10,2012,46-55,Married,0,1,1,5,23.35823754789272,121.30206896551724,-14.20139846743295,-0.03411877394636015,1.1215254573013194,129.9816403631021,-17.543797391165292,-2.7473580846131553,278,Established,Grocery
800,1316,8,276,391,0,X,48,2,2013,46-55,Married,0,1,1,8,151.38507462686567,82.50259701492537,-23.831164179104476,-0.43521393034825867,1.1690170471517527,133.12171479340014,-15.933779086501657,0.0,4409,Established,Pharmaceutical
801,1319,8,772,1169,0,X,48,2,2013,36-45,Married,1,2,1,5,201.55537459283389,151.06846905537458,-19.114657980456027,-0.4901954397394136,1.0987750630295703,115.47275135708159,-19.14409094373428,-1.6055830075025028,914,Established,Grocery
802,1324,12,526,452,0,Y,32,4,2013,46-55,Married,0,2,1,6,223.10260223048328,129.69353903345726,-18.03452788104089,-0.17425278810408923,1.345525156361654,76.46790621483166,-19.975984589646906,-0.6440793593397417,278,Established,Grocery
803,1330,8,705,989,0,X,48,2,2013,56-70,Married,0,1,1,5,340.3712871287129,139.36097524752475,-21.835168316831684,-0.1146138613861386,1.0755261237821485,112.08230332303025,-19.575405513113317,-1.1140904875462003,714,Established,Grocery
804,1331,13,1007,616,0,X,47,5,2013,70+,Single,0,1,1,3,1.2330729166666667,122.165703125,-10.012434895833334,-0.0695703125,1.2363217438518643,111.8808110015821,-41.959976835079246,-2.2522720883534135,1475,Established,Natural Products
805,1333,26,630,578,0,X,40,8,2012,26-35,Married,0,1,1,4,406.99783643444397,139.01385547382085,-20.0467027260926,-0.9896668109043704,1.3195037986704652,134.0183323158323,-32.96755543684711,-0.6705026455026455,548,Established,Grocery
806,1334,10,1043,1372,0,Y,32,4,2013,46-55,Married,0,2,1,12,102.32350230414747,100.07152995391705,-11.40363133640553,-0.09027649769585253,1.287163707290826,271.2368393689025,-64.93293532206222,-14.602454255341746,1756,Established,Pharmaceutical
807,1335,28,853,787,0,Y,61,9,2012,56-70,Married,0,2,1,9,1.3186528497409327,91.43262521588946,-23.05905872193437,-1.4054145077720208,1.2350239515051187,161.49581619883753,-34.00518076131377,-0.2786408364332977,1030,Established,Grocery
808,1336,8,911,888,0,X,48,2,2013,26-35,Married,0,3,1,4,23.067653276955603,128.3070824524313,-16.190845665961945,-0.12801268498942917,1.0360215053763442,145.683561827957,-9.213559139784946,-3.0351075268817205,1128,Established,Pharmaceutical
809,1339,9,788,369,0,Y,32,3,2013,56-70,Married,0,2,1,4,44.60435339308579,120.54289372599231,-14.10404609475032,-0.022804097311139564,1.1782965126513618,51.832415123079336,-16.207386557880664,-0.9265708724104144,946,Established,Grocery
810,1340,8,806,956,0,X,48,2,2013,46-55,Married,0,3,1,2,1.2589498806682577,78.44756563245824,-11.883102625298328,0.0,1.269329418903054,179.60291647953053,-51.03761919831626,-1.660852415370166,982,Established,Seafood
811,1341,13,685,1158,0,X,47,5,2013,70+,Married,0,3,1,7,260.031007751938,134.44322480620156,-14.049007751937985,0.0,1.0227329993539809,199.92093575496654,-26.421312332462776,-0.6983454920938287,686,Established,Grocery
812,1342,7,1102,1438,0,Y,34,2,2013,36-45,Married,0,2,1,8,1.3959218351741716,85.08060322854715,-19.06451146983857,-0.15131690739167375,1.0675675675675675,197.7023770913771,-13.383199485199485,-2.0657995495495496,2134,Established,Pharmaceutical
813,1345,13,780,66,0,X,47,5,2013,46-55,Married,0,1,1,6,228.79716981132074,110.11206603773584,-19.644,-0.011764150943396227,1.0256696428571428,129.1342140212063,-16.26587592102058,-1.9374470032578248,934,Established,Prepared Food
814,1346,12,1063,1298,0,Y,32,4,2013,26-35,Married,0,2,1,3,39.75539033457249,92.50857249070631,-23.55350185873606,-0.5826171003717472,1.138325953159885,66.25387363457739,-14.562744804065822,-0.09041963613584549,1953,Established,Grocery
815,1347,8,76,1087,0,X,48,2,2013,18-25,Married,0,4,2,4,228.96477794793262,134.07385911179173,-17.570872894333846,-0.05454823889739663,2.8086956521739133,118.2206956521739,-44.78521739130435,0.0,56,Local,Grocery
816,1348,29,696,386,0,Y,53,10,2012,36-45,Married,0,4,2,7,165.51241950321986,125.65369825206993,-17.43191352345906,0.0,1.1041666666666667,253.40354166666668,-31.90208333333333,0.0,4541,Established,"Dairy, Juices & Snacks"
817,1351,8,1058,579,0,X,48,2,2013,26-35,Married,0,2,1,8,120.65705128205128,106.10854166666665,-11.013445512820512,-0.11416666666666665,1.0868330135771995,154.9628070502024,-7.215957518213331,-0.8284561988399198,1905,Established,Prepared Food
818,1352,13,130,1377,0,X,47,5,2013,26-35,Married,0,1,1,5,255.94409282700423,141.42611814345992,-18.256508438818564,0.0,1.0189886741610878,147.96854785061683,-10.967252326217844,0.0,56,Local,Grocery
819,1356,29,621,184,0,Y,53,10,2012,46-55,Married,0,1,1,9,355.50284629981024,132.1681973434535,-13.013833017077799,0.0,1.0286290322580645,121.66432177419354,-8.997355645161289,-9.640662096774191,522,Established,Grocery
820,1357,8,1086,288,0,X,48,2,2013,46-55,Married,0,2,1,3,1.7008032128514057,103.3329718875502,-20.636666666666667,-1.1472489959839356,1.1428571428571428,156.32163265306122,-34.604081632653056,0.0,2084,Established,Grocery
821,1358,3,670,67,0,Y,56,12,2012,36-45,Married,0,2,1,4,1.2121896162528216,61.6096388261851,-11.19022573363431,0.0,1.1609099507926155,79.47182437661759,-9.796541899175292,-3.0951900362622355,676,Established,Grocery
822,1360,8,757,1049,0,X,48,2,2013,46-55,Married,0,2,1,5,41.47404844290657,147.03979238754326,-19.73266435986159,-0.739515570934256,1.0645424836601307,114.558227124183,-20.682393790849673,0.0,864,Established,Grocery
823,1361,4,860,209,0,Y,32,1,2013,26-35,Married,0,1,1,6,1.0715350223546944,77.39333830104322,-5.843532041728762,0.0,1.4788787683264606,124.83202906986901,-17.152200040777025,0.0,5013,Established,Grocery
824,1362,8,433,602,0,X,48,2,2013,18-25,Married,0,2,1,11,164.3835294117647,123.49002352941177,-14.982000000000001,0.0,1.105141352549889,83.22949168514413,-22.19969008684405,-2.1216326219512194,119,Established,Grocery
825,1363,13,960,279,0,X,47,5,2013,18-25,Married,0,1,1,3,62.9203125,117.669515625,-11.696625000000001,-0.361765625,1.7984154134276948,64.4562780137013,-9.65414814703382,-1.4746513224999656,1235,Established,Grocery
826,1364,13,1033,1190,0,X,47,5,2013,56-70,Single,0,1,1,6,1.1397435897435897,133.24670512820512,-8.662576923076923,0.0,1.0086399108138238,183.2664254408298,-18.497082156880104,-2.5424206091640587,1689,Established,Grocery
827,1365,29,982,569,0,Y,53,10,2012,46-55,Married,0,1,1,9,248.2748592870544,170.6152626641651,-17.797242026266417,-0.01670731707317073,1.4883908943509412,31.229979280858323,-10.281042637787758,-0.31725728322223445,1337,Established,Grocery
828,1368,10,824,729,0,Y,32,4,2013,70+,Married,0,2,1,2,1.2922279792746114,112.30512953367875,-13.370476683937824,-0.5016373056994818,1.0201136968170854,189.78554417304463,-26.157928249392963,-4.774772685633319,57,Established,Grocery
829,1370,8,90,1008,0,X,48,2,2013,36-45,Married,0,2,1,4,1.1758793969849246,79.83824120603015,-9.959145728643216,0.0,1.0120686462127293,26.908327409981215,-3.866863871667563,0.0,11,Local,Grocery
830,1371,5,934,866,0,Y,34,1,2013,56-70,Married,0,2,1,5,395.20885509838996,123.6883184257603,-17.598492844364937,-0.1051386404293381,1.5786402502248413,23.6165032058767,-0.08477356024414848,-0.04928940035509674,1149,Established,Pharmaceutical
831,1372,8,1073,1259,0,X,48,2,2013,46-55,Married,0,3,1,5,353.1988817891374,145.792875399361,-19.4839696485623,-0.3968849840255591,1.0412645087897048,106.98167230132067,-48.15998329156224,-2.317135569420004,1996,Established,Grocery
832,1374,13,979,1059,0,X,47,5,2013,46-55,Married,0,2,1,3,1.559228650137741,105.00371900826445,-16.08133608815427,-0.12511019283746555,1.0256410256410255,162.39696617108382,-25.979381598793363,-33.30537007110536,1319,Established,Pharmaceutical
833,1375,29,674,386,0,Y,53,10,2012,36-45,Married,0,4,2,7,165.51241950321986,125.65369825206993,-17.43191352345906,0.0,1.0642228931066626,98.28532303674099,-18.85019841443563,-1.0733976136846173,681,Established,Grocery
834,1376,13,504,23,0,X,47,5,2013,46-55,Married,0,2,1,12,442.7097315436242,135.01456375838924,-14.292902684563758,-0.21216442953020132,1.0703304597701149,193.09398682950192,-27.273424090038315,-2.7448692528735634,234,Established,Pharmaceutical
835,1379,8,806,206,0,X,48,2,2013,36-45,Married,0,2,1,4,22.372340425531913,101.93478723404256,-13.795141843971631,-0.06315602836879432,1.269329418903054,179.60291647953053,-51.03761919831626,-1.660852415370166,982,Established,Seafood
836,1380,13,26,1465,0,X,47,5,2013,46-55,Married,0,1,1,10,1.1818181818181819,81.08318181818181,-14.803606060606059,0.0,1.0346283783783783,404.5680085666023,-45.38271838803088,-0.6360714285714285,1092,Established,Pharmaceutical
837,1383,4,591,1549,0,Y,32,1,2013,46-55,Married,1,1,1,5,46.99143045484509,106.29985497692815,-24.83163480553724,-3.4008503625576796,1.451659424741131,113.10310253737474,-32.481843523344374,-4.968680907884969,475,Established,Grocery
838,1388,8,64,1371,0,X,48,2,2013,26-35,Married,0,3,1,4,263.22549019607845,100.70577205882353,-16.319289215686272,-0.30730392156862746,1.0425525108388793,114.23978146556979,-56.68022816365378,-0.15844620046620048,56,Local,Grocery
839,1389,11,795,1160,0,Y,46,4,2013,36-45,Married,0,4,2,5,192.33251833740832,112.97503667481662,-16.38518337408313,-0.4789975550122249,1.15,179.14815384615383,-36.89014102564102,0.0,948,Established,Pharmaceutical
840,1391,13,515,749,0,X,47,5,2013,36-45,Married,0,4,2,5,131.06366723259762,128.9249830220713,-14.013913412563667,-0.10734295415959252,1.2891194812037108,89.80380505805176,-44.072751545520724,-0.4351232590475321,255,Established,Grocery
841,1393,5,455,7,0,Y,34,1,2013,26-35,Married,0,3,1,3,54.85565052231719,102.06745489078823,-17.803798670465337,-0.7458974358974358,1.5086896693849228,34.51057630629457,-1.1097793109679892,-0.7494460360724523,158,Established,Pharmaceutical
